artist_name,track_name,genre,lyrics
Ramones,Blitzkrieg Bop,rock,"68 ContributorsTranslationsDeutschBlitzkrieg Bop Lyrics[Intro]
Hey, ho, let's go
Hey, ho, let's go
Hey, ho, let's go
Hey, ho, let's go

[Verse]
They're formin' in a straight line
They're goin' through a tight wind
The kids are losin' their minds
The Blitzkrieg Bop
They're pilin' in the back seat
They're generatin' steam heat
Pulsatin' to the back beat
The Blitzkrieg Bop

[Chorus]
Hey, ho, let's go
Shoot 'em in the back now
What they want, I don't know
They're all revved up and ready to go

[Verse]
They're formin' in a straight line
They're goin' through a tight wind
The kids are losin' their minds
The Blitzkrieg Bop
They're pilin' in the back seat
They're generatin' steam heat
Pulsatin' to the back beat
The Blitzkrieg Bop
You might also like[Chorus]
Hey, ho, let's go
Shoot 'em in the back now
What they want, I don't know
They're all revved up and ready to go

[Verse]
They're formin' in a straight line
They're goin' through a tight wind
The kids are losin' their minds
The Blitzkrieg Bop
They're pilin' in the back seat
They're generatin' steam heat
Pulsatin' to the back beat
The Blitzkrieg Bop

[Outro]
Hey, ho, let's go
Hey, ho, let's go
Hey, ho, let's go
Hey, ho, let's go14Embed"
Green Day,American Idiot,rock,"202 ContributorsTranslationsFrançaisEspañolAmerican Idiot Lyrics[Verse 1]
Don't wanna be an American idiot
Don't want a nation under the new media
And can you hear the sound of hysteria?
The subliminal mindfuck America

[Chorus]
Welcome to a new kind of tension
All across the alienation
Where everything isn't meant to be okay
Television dreams of tomorrow
We're not the ones who're meant to follow
For that's enough to argue
[Verse 2]
Well, maybe I'm the faggot America
I'm not a part of a redneck agenda
Now everybody do the propaganda
And sing along to the age of paranoia

[Chorus]
Welcome to a new kind of tension
All across the alienation
Where everything isn't meant to be okay
Television dreams of tomorrow
We're not the ones who're meant to follow
For that's enough to argue
See Green Day LiveGet tickets as low as $72You might also like[Guitar Solo]
[Bridge]
Don't wanna be an American idiot
One nation controlled by the media
Information age of hysteria
It's calling out to idiot America

[Chorus]
Welcome to a new kind of tension
All across the alienation
Where everything isn't meant to be okay
Television dreams of tomorrow
We're not the ones who're meant to follow
For that's enough to argue142Embed"
The Darkness,I Believe in a Thing Called Love,rock,"32 ContributorsI Believe in a Thing Called Love Lyrics[Verse 1]
Can't explain all the feelings that you're making me feel
My heart's in overdrive and you're behind the steering wheel

[Pre-Chorus]
Touching you
Touching me
Touching you, God, you're touching me

[Chorus]
I believe in a thing called love
Just listen to the rhythm of my heart
There's a chance we could make it now
We'll be rocking 'til the sun goes down
I believe in a thing called love
Oohooh
Huh

[Bridge]
[Solo 1]

[Verse 2]
I wanna kiss you every minute, every hour, every day
You got me in a spin but everythin' is a-okay

[Pre-Chorus]
(Ayyy ayyy)
Touching you
(Ayyy ayyy)
Touching me
(Ayyy ayyy)
Touching you, God, you're touching me
See The Darkness LiveGet tickets as low as $84You might also like[Chorus]
I believe in a thing called love
Just listen to the rhythm of my heart
There's a chance we could make it now
We'll be rocking 'til the sun goes down
I believe in a thing called love
Oohooh
Guitar!
[Bridge]
[Solo 2]

[Pre-Chorus]
(Ayyy ayyy)
Touching you (you're touching me)
(Ayyy ayyy)
Touching me (I'm touching you)
Touching you, God, you're touching me
Ahhhhh!

[Outro]
I believe in a thing called love
Just listen to the rhythm of my heart
There's a chance we could make it now
We'll be rocking 'til the sun goes down
I believe in a thing called love
Oh oh ohoh ohhhh!
[Solo 3]14Embed"
AC/DC,Thunderstruck,rock,"71 ContributorsTranslationsDeutschThunderstruck Lyrics[Intro]
Wa-ah, ah-ah-ah
Wa-ah, ah-ah-ah
Wa-ah, ah-ah-ah
Wa-ah, ah-ah-ah
Wa-ah, ah-ah-ah
Wa-ah, ah-ah-ah
Wa-ah, ah-ah-ah
Thunder, wa-ah, ah-ah-ah
Thunder, wa-ah, ah-ah-ah
Thunder, wa-ah, ah-ah-ah
Thunder, wa-ah, ah-ah-ah
Thunder, wa-ah, ah-ah-ah
Thunder, wa-ah, ah-ah-ah
Thunder
Thunder
Thunder
Thunder

[Verse 1]
I was caught in the middle of a railroad track (Thunder)
I looked 'round and I knew there was no turning back (Thunder)
My mind raced and I thought, “What could I do?” (Thunder)
And I knew there was no help, no help from you (Thunder)
Sound of the drums beating in my heart
The thunder of guns, yeah, tore me apart
You might also like[Refrain]
You've been - thunderstruck

[Verse 2]
Went down the highway,broke the limit, we hit the town
Went through to Texas, yeah, Texas, and we had some fun
We met some girls, some dancers who gave a good time
Broke all the rules, played all the fools
Yeah, yeah, they, they, they blew our minds

[Pre-Chorus]
And I was shaking at the knees
Could I come again, please?
Yeah, the ladies were too kind

[Chorus]
You've been... Thunderstruck
Thunderstruck
Yeah, yeah, yeah, thunderstruck
Oh, thunderstruck
Yeah

[Bridge]
I was shaking at the knees
Could I come again, please?
Yow
[Instrumental Break]
[Guitar Solo]

[Pre-Chorus]
Wa-ah, ah-ah-ah
Wa-ah, ah-ah-ah
Wa-ah, ah-ah-ah
Wa-ah, ah-ah-ah

[Chorus]
Thunderstruck
Thunderstruck
Yeah, yeah, yeah, thunderstruck
Thunderstruck
Yeah, yeah, yeah
Said

[Bridge]
Yeah, it's alright
We're doing fine
Yeah, it's alright
We're doing fine, so fine

[Chorus]
Thunderstruck
Yeah, yeah, yeah
Thunderstruck
Thunderstruck (Thunderstruck)
Whoa, baby, baby (Thunderstruck)
You've been thunderstruck (Wa-ah, ah-ah-ah)
Thunderstruck (Wa-ah, ah-ah-ah)
Thunderstruck (Wa-ah, ah-ah-ah)
Thunderstruck (Wa-ah, ah-ah-ah)
You've been thunderstruck41Embed"
Faith No More,Epic,rock,"51 ContributorsEpic Lyrics[Verse 1]
Can you feel it, see it, hear it today?
If you can't, then it doesn't matter anyway
You will never understand it, 'cause it happens too fast
And it feels so good, it's like walking on glass
It's so cool, it's so hip, it's alright
It's so groovy, it's outta sight
You can touch it, smell it, taste it, so sweet
But it makes no difference 'cause it knocks you off your feet
[Chorus]
You want it all, but you can't have it (Yeah, yeah, yeah)

[Verse 2]
It's cryin', bleedin', lyin' on the floor
So you lay down on it and you do it some more
You've got to share it, so you dare it
Then you bare it and you tear it

[Chorus]
You want it all, but you can't have it (Yeah, yeah, yeah)
It's in your face, but you can't grab it (Yeah, yeah, yeah)

[Verse 3]
It's alive, afraid, a lie, a sin
It's magic, it's tragic, it's a loss, it's a win
It's dark, it's moist, it's a bitter pain
It's sad it happened, and it's a shame
You might also like[Chorus]
You want it all, but you can't have it (Yeah, yeah, yeah)
It's in your face, but you can't grab it (Yeah, yeah, yeah)
[Bridge]
What is it? It's it
What is it? It's it
What is it? It's it
What is it? It's it

[Guitar Solo]

[Bridge]
What is it? It's it
What is it? It's it
What is it? It's it
What is it?
[Chorus]
You want it all, but you can't have it (Yeah, yeah, yeah)
It's in your face, but you can't grab it (Yeah, yeah, yeah)
[Outro]
It's it! What is it?
It's it! What is it?
It's it! What is it?
It's it! (Yeah, yeah, yeah)
It's it! What is it?
It's it! What is it?
It's it! What is it?
It's it! (Yeah, yeah, yeah)
It's it! What is it?
It's it! What is it?
It's it! (Yeah, yeah, yeah)
It's it! What is it?
It's it! What is it?
It's it! What is it?
It's it! What is it?
It's it! (Yeah, yeah, yeah)
It's it! What is it?
It's it!10Embed"
Nirvana,Smells Like Teen Spirit,rock,"312 ContributorsTranslationsРусскийTürkçeEspañolPortuguêsItalianoHebrewFrançaisDeutschSmells Like Teen Spirit Lyrics[Verse 1]
Load up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
Oh no, I know a dirty word

[Pre-Chorus]
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

[Chorus]
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido, yeah

[Post-Chorus]
Hey, yay

[Verse 2]
I'm worse at what I do best
And for this gift, I feel blessed
Our little group has always been
And always will until the end
You might also like[Pre-Chorus]
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

[Chorus]
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido, yeah

[Post-Chorus]
Hey, yay

[Guitar Solo]

[Verse 3]
And I forget just why I taste
Oh yeah, I guess it makes me smile
I found it hard, it's hard to find
Oh well, whatever, never mind

[Pre-Chorus]
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello
[Chorus]
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

[Outro]
A denial, a denial
A denial, a denial
A denial, a denial
A denial, a denial
A denial417Embed"
Linkin Park,Numb,rock,"231 ContributorsTranslationsTürkçePortuguêsDeutschNumb Lyrics[Verse 1: Chester Bennington]
I'm tired of being what you want me to be
Feeling so faithless, lost under the surface
I don't know what you're expecting of me
Put under the pressure of walking in your shoes

[Pre-Chorus: Chester Bennington & Mike Shinoda]
Caught in the undertow, just caught in the undertow
Every step that I take is another mistake to you
Caught in the undertow, just caught in the undertow

[Chorus: Chester Bennington]
I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you

[Verse 2: Chester Bennington]
Can't you see that you're smothering me?
Holding too tightly, afraid to lose control
'Cause everything that you thought I would be
Has fallen apart, right in front of you

[Pre-Chorus: Chester Bennington & Mike Shinoda]
Caught in the undertow, just caught in the undertow
Every step that I take is another mistake to you
Caught in the undertow, just caught in the undertow
And every second I waste is more than I can take
See Linkin Park LiveGet tickets as low as $76You might also like[Chorus: Chester Bennington]
I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you

[Bridge: Chester Bennington]
And I know
I may end up failing too
But I know
You were just like me with someone disappointed in you

[Chorus: Chester Bennington]
I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you

[Outro: Chester Bennington]
I've become so numb, I can't feel you there
I'm tired of being what you want me to be
I've become so numb, I can't feel you there
I'm tired of being what you want me to be199Embed"
Metallica,Enter Sandman,rock,"136 ContributorsTranslationsPortuguêsNederlandsDeutschEnter Sandman Lyrics[Instrumental Intro]

[Verse 1]
Say your prayers, little one, don't forget, my son
To include everyone
I tuck you in, warm within, keep you free from sin
'Til the Sandman, he comes

[Pre-Chorus]
Sleep with one eye open
Gripping your pillow tight

[Chorus]
Exit light
Enter night
Take my hand
We're off to never-never land

[Verse 2]
Something's wrong, shut the light, heavy thoughts tonight
And they aren't of Snow White
Dreams of war, dreams of liars, dreams of dragons' fire
And of things that will bite, yeah

[Pre-Chorus]
Sleep with one eye open
Gripping your pillow tight
See Metallica LiveGet tickets as low as $58You might also like[Chorus]
Exit light
Enter night
Take my hand
We're off to never-never land
Yeah
[Guitar Solo]

[Bridge]
Now, I lay me down to sleep
(Now, I lay me down to sleep)
Pray the Lord my soul to keep
(Pray the Lord my soul to keep)
If I die before I wake
(If I die before I wake)
Pray the Lord my soul to take
(Pray the Lord my soul to take)
Hush little baby, don't say a word
And never mind that noise you heard
It's just the beasts under your bed
In your closet, in your head

[Chorus]
Exit light
Enter night
Grain of sand
Exit light
Enter night
Take my hand
We're off to never-never land
(Yeah, haha haha)
[Outro]
Oh, yeah-yeah, yo-oh
We're off to never-never land
Take my hand
We're off to never-never land
Take my hand
We're off to never-never land
We're off to never-never land
We're off to never-never land
We're off to never-never land98Embed"
Red Hot Chili Peppers,Californication,rock,"188 ContributorsTranslationsFrançaisPortuguêsItalianoDeutschCalifornication Lyrics[Verse 1]
Psychic spies from China try to steal your mind's elation
And little girls from Sweden dream of silver-screen quotation
And if you want these kind of dreams, it's Californication

[Verse 2]
It's the edge of the world and all of Western civilization
The sun may rise in the East, at least it settled in a final location
It's understood that Hollywood sells Californication

[Pre-Chorus]
Pay your surgeon very well to break the spell of aging
Celebrity skin: is this your chin or is that war you're waging?
First born unicorn
Hardcore soft porn

[Chorus]
Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication

[Verse 3]
Marry me, girl, be my fairy to the world, be my very own constellation
A teenage bride with a baby inside getting high on information
And buy me a star on the boulevard, it's Californication
You might also like[Verse 4]
Space may be the final frontier but it's made in a Hollywood basement
And Cobain, can you hear the spheres singing songs off Station to Station??
And Alderaan's not far away, it's Californication

[Pre-Chorus]
Born and raised by those who praise control of population
Well, everybody's been there, and I don't mean on vacation
First born unicorn
Hardcore soft porn

[Chorus]
Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication

[Guitar Solo]

[Verse 5]
Destruction leads to a very rough road but it also breeds creation
And earthquakes are to a girl's guitar, they're just another good vibration
And tidal waves couldn't save the world from Californication

[Pre-Chorus]
Pay your surgeon very well to break the spell of aging
Sicker than the rest, there is no test, but this is what you're craving
First born unicorn
Hardcore soft porn
[Chorus]
Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication199Embed"
The Rolling Stones,(I Can't Get No) Satisfaction,rock,"51 ContributorsTranslationsDeutsch(I Can’t Get No) Satisfaction Lyrics[Instrumental Intro]

[Chorus]
I can't get no satisfaction
I can't get no satisfaction
'Cause I try and I try and I try and I try
I can't get no, I can't get no

[Verse 1]
When I'm driving in my car
And that man comes on the radio
And he's telling me more and more
About some useless information
Supposed to fire my imagination
I can't get no, oh no, no, no!
Hey, hey, hey! That's what I'll say!

[Chorus]
I can't get no satisfaction
I can't get no satisfaction
'Cause I try, and I try, and I try, and I try
I can't get no, I can't get no

[Verse 2]
When I'm watching my TV
And a man comes on and tells me
How white my shirts can be
Well he can't be a man 'cause he doesn't smoke
The same cigarettes as me
I can't get no, oh no, no, no
Hey, hey, hey, that's what I say
You might also like[Chorus]
I can't get no satisfaction
I can't get no girl reaction
'Cause I try, and I try, and I try, and I try
I can't get no, I can't get no

[Verse 3]
When I'm riding 'round the world
And I'm doing this and I'm signing that
And I'm trying to make some girl
Who tells me baby, better come back, maybe next week
'Cause you see, I'm on a losing streak
I can't get no, oh no, no, no
Hey, hey, hey! That's what I'll say!

[Outro]
I can't get no, I can't get no, I can't get no
I can't get no satisfaction
No satisfaction, no satisfaction, no satisfaction
I can't get no21Embed"
Queen,Another One Bites The Dust,rock,"117 ContributorsTranslationsEnglishAnother One Bites the Dust Lyrics[Intro]
Ooh, let's go!

[Verse 1]
Steve walks warily down the street
With the brim pulled way down low
Ain't no sound but the sound of his feet
Machine guns ready to go
Are you ready? Hey, are you ready for this?
Are you hanging on the edge of your seat?
Out of the doorway, the bullets rip
To the sound of the beat, yeah

[Chorus]
Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust, yeah
Hey, I'm gonna get you, too
Another one bites the dust
[Verse 2]
How do you think I'm gonna get along
Without you, when you're gone?
You took me for everything that I had
And kicked me out on my own
Are you happy, are you satisfied?
How long can you stand the heat?
Out of the doorway, the bullets rip
To the sound of the beat
Look out
You might also like[Chorus]
Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust
Hey, I'm gonna get you, too
Another one bites the dust

[Bridge]
Hey
Oh, take it
Bite the dust
Bite the dust, yeah
Hey
Another one bites the dust
Another one bites the dust, ow
Another one bites the dust, hey hey
Another one bites the dust, hey-eh-eh
Ooh, shut up
[Verse 3]
There are plenty of ways you can hurt a man
And bring him to the ground
You can beat him, you can cheat him, you can treat him bad
And leave him when he's down, yeah
But I'm ready, yes, I'm ready for you
I'm standing on my own two feet
Out of the doorway, the bullets rip
Repeating to the sound of the beat
Oh yeah
[Chorus]
Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust, yeah
Hey, I'm gonna get you, too
Another one bites the dust

[Outro]
Shoot out
Ay-yeah
Alright87Embed"
Prince,When Doves Cry,pop,
The Killers,Mr. Brightside,pop,
The Goo Goo Dolls,Iris,pop,
The Black Keys,Lonely Boy,rock,"46 ContributorsLonely Boy Lyrics[Verse 1]
Well, I'm so above you and it's plain to see
But I came to love you anyway
So you pulled my heart out and I don't mind bleedin'
Any old time you keep me waitin', waitin', waitin'

[Chorus]
Oh, oh, oh, oh
I got a love that keeps me waiting
Oh, oh, oh
I got a love that keeps me waiting
I'm a lonely boy
I'm a lonely boy
Oh, oh, oh, oh
I got a love that keeps me waiting

[Verse 2]
Well, your mama kept you, but your daddy left you
And I shoulda done you just the same
But I came to love you, am I born to bleed?
Any old time you keep me waitin', waitin', waitin'

[Chorus]
Oh, oh, oh, oh
I got a love that keeps me waiting
Oh, oh, oh
I got a love that keeps me waiting
I'm a lonely boy
I'm a lonely boy
Oh, oh, oh, oh
I got a love that keeps me waiting (Hey)
See The Black Keys LiveGet tickets as low as $81You might also like[Instrumental Bridge]

[Chorus]
Oh, oh, oh, oh
I got a love that keeps me waiting
Oh, oh, oh
I got a love that keeps me waiting
I'm a lonely boy
I'm a lonely boy
Oh, oh, oh, oh
I got a love that keeps me waiting43Embed"
